chebi_uri	type	count
http://purl.obolibrary.org/obo/CHEBI_62878	XAV939	chemical	1
http://purl.obolibrary.org/obo/CHEBI_7125	AcGlcN1P	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17998	ISCAL	chemical	7
http://purl.obolibrary.org/obo/CHEBI_78577	AFM1E	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16189	SO4(2-)	chemical	29
http://purl.obolibrary.org/obo/CHEBI_64483	LPC(14:0)	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17703	27HCHOL	chemical	5
http://purl.obolibrary.org/obo/CHEBI_58168	LysoPtdCho	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17442	AP-DOBu	chemical	3
http://purl.obolibrary.org/obo/CHEBI_1864	HCPM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18364	14DMLANOL	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17933	25(OH)D	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16580	NHABP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16227	PY	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15345	ACA-CoA	chemical	8
http://purl.obolibrary.org/obo/CHEBI_46640	diketone	chemical	1
http://purl.obolibrary.org/obo/CHEBI_76072	NAADP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_62919	1-PP-IP5	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17962	CDP-DAG	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15486	bMC-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28477	4CHOL7a,12aDONE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17775	urate	chemical	6
http://purl.obolibrary.org/obo/CHEBI_34151	12-oxoETE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15824	Fru	chemical	8
http://purl.obolibrary.org/obo/CHEBI_28540	5beta-cholestan-3alpha,7alpha,26-triol	chemical	6
http://purl.obolibrary.org/obo/CHEBI_17549	dALA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16359	CCA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_456216	ADP	chemical	8
http://purl.obolibrary.org/obo/CHEBI_28130	delta12-PGJ2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18344	KYNA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_74452	NMNH	chemical	1
http://purl.obolibrary.org/obo/CHEBI_24275	GlcN-PI	chemical	2
http://purl.obolibrary.org/obo/CHEBI_138641	4(S)-Hp-17(S)-HDHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15621	HPHAC	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16393	SPG	chemical	8
http://purl.obolibrary.org/obo/CHEBI_49031	S-MetO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15809	DOLP-Man	chemical	25
http://purl.obolibrary.org/obo/CHEBI_62856	HLAN	chemical	1
http://purl.obolibrary.org/obo/CHEBI_81626	BaPtDHD	chemical	1
http://purl.obolibrary.org/obo/CHEBI_41609	CO3(2-)	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17151	xylitol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_50277	FPP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17515	gGluCys	chemical	4
http://purl.obolibrary.org/obo/CHEBI_27754	MACR-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_138601	4(S)-Hp-17(R)-HDHA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18915	Gal1,3GlcNAc group	chemical	1
http://purl.obolibrary.org/obo/CHEBI_3380	captopril	chemical	2
http://purl.obolibrary.org/obo/CHEBI_85944	S-2MPDA-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_65119	2-hydroxy-ATP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17804	PTHP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_24479	heme A	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28542	dRibP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_36005	DHA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29017	1-acyl LPE	chemical	12
http://purl.obolibrary.org/obo/CHEBI_16336	HUA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_34144	12R-HETE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27562	20cooh-LTB4	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17025	L-dihydroorotate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16914	SAL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_134117	PSMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27979	DGL-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_37396	proteoglycan	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17984	Acyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_62637	4-OH-L-Glu semialdehyde	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140252	7-oxo-DHA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16247	PL	chemical	12
http://purl.obolibrary.org/obo/CHEBI_17533	NAcGlu	chemical	3
http://purl.obolibrary.org/obo/CHEBI_37554	FACoA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_48834	5beta-cholestan-7alpha,12alpha,27-triol-3-one	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63911	CTLA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63448	PD173074	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17899	4CHOL7aOLONE	chemical	5
http://purl.obolibrary.org/obo/CHEBI_18397	PEA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29133	DEXT	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17797	R5P	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35366	Fatty Acid	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63590	18OH-ARA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_20794	7-MeGDP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37640	CHOL7a,24(S)DIOL	chemical	4
http://purl.obolibrary.org/obo/CHEBI_55458	RFDHN	chemical	1
http://purl.obolibrary.org/obo/CHEBI_73687	L-threonylcarbamoyladenylate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28061	Gal	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16485	18HCORST	chemical	5
http://purl.obolibrary.org/obo/CHEBI_18278	GlcNAcDOLDP	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63645	Heparan chain(2)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_2504	AFB1	chemical	5
http://purl.obolibrary.org/obo/CHEBI_58527	NAR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_58828	2,3-DMPP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_53107	AFBDHO	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15519	choloyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_30322	3AAPNAL	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15468	DP-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29145	FapyG	chemical	4
http://purl.obolibrary.org/obo/CHEBI_19324	2,3BPG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18036	PPPi	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17268	Ins	chemical	10
http://purl.obolibrary.org/obo/CHEBI_78586	AFNBO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16108	DHAP	chemical	12
http://purl.obolibrary.org/obo/CHEBI_27432	ALA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17381	PBG	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63795	4OH-atRA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_29108	Ca2+	chemical	290
http://purl.obolibrary.org/obo/CHEBI_17808	IDP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15628	15S-HpETE	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16851	PI(3,5)P2	chemical	33
http://purl.obolibrary.org/obo/CHEBI_421707	abacavir	chemical	11
http://purl.obolibrary.org/obo/CHEBI_28364	EPA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_15414	AdoMet	chemical	9
http://purl.obolibrary.org/obo/CHEBI_17877	FADH2	chemical	37
http://purl.obolibrary.org/obo/CHEBI_17278	5bCHOL3a,7a,12a,27-tetrol	chemical	4
http://purl.obolibrary.org/obo/CHEBI_77008	GSSebGalNac	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63802	4OH-9cRA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15753	aKADA	chemical	9
http://purl.obolibrary.org/obo/CHEBI_14649	NMN	chemical	5
http://purl.obolibrary.org/obo/CHEBI_15621	4HPAA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_51985	ALA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28938	NH4+	chemical	39
http://purl.obolibrary.org/obo/CHEBI_15532	MYS-CoA	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17825	7MGMP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18390	GalCer	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63835	5beta-cholestan-3alpha,7alpha,12alpha,24(S),27-pentol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_59524	ManLAM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15768	DIT	chemical	4
http://purl.obolibrary.org/obo/CHEBI_63539	EPA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28867	Propionylcarnitine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_49713	Li+	chemical	3
http://purl.obolibrary.org/obo/CHEBI_60102	sulfurated MoCo	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17245	CO	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17672	CAP	chemical	6
http://purl.obolibrary.org/obo/CHEBI_28528	3-Oxodecanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16214	DOLP	chemical	18
http://purl.obolibrary.org/obo/CHEBI_27505	THCA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16240	H2O2	chemical	82
http://purl.obolibrary.org/obo/CHEBI_77010	MeSebGalNac	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16810	2OG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18148	G1,6BP	chemical	5
http://purl.obolibrary.org/obo/CHEBI_84646	3OA-ACP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37739	GPL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28533	3alpha,7alpha-dihydroxy-5beta-cholest-24-one-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_25682	ADMA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15812	DbGP	chemical	9
http://purl.obolibrary.org/obo/CHEBI_16893	SPAP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_36264	MoO4(2-)	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28806	dIMP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_26523	ROS	chemical	4
http://purl.obolibrary.org/obo/CHEBI_138170	sulfanegen	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17712	XAN	chemical	3
http://purl.obolibrary.org/obo/CHEBI_18225	I(1,3)P2	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63548	TTA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17311	TMLYS	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28774	T3	chemical	6
http://purl.obolibrary.org/obo/CHEBI_17105	4MAA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_60615	(GlcNAc)3 (Man)3 (Asn)1	chemical	3
http://purl.obolibrary.org/obo/CHEBI_32812	4-OH-L-Glu	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15682	ARSUA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_49032	R-MetO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_86019	S-FARN-Cys	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28728	TXB2	chemical	3
http://purl.obolibrary.org/obo/CHEBI_140243	22-OH-(N)PD1	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63905	3MEIN	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17111	PRPP	chemical	14
http://purl.obolibrary.org/obo/CHEBI_17724	DMGLY	chemical	6
http://purl.obolibrary.org/obo/CHEBI_17278	5beta-cholestan-3alpha,7alpha,12alpha,27-tetrol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_21363	MetOO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17431	AGM	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29089	Phosphatidic acid	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15746	SPN	chemical	4
http://purl.obolibrary.org/obo/CHEBI_78277	MK4	chemical	23
http://purl.obolibrary.org/obo/CHEBI_32587	2-hydroxybenzoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63848	3alpha,7alpha,24(S)-trihydroxy-5beta-cholestan-27-al	chemical	2
http://purl.obolibrary.org/obo/CHEBI_32513	L-His	chemical	6
http://purl.obolibrary.org/obo/CHEBI_16566	SPA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17312	NASPN	chemical	5
http://purl.obolibrary.org/obo/CHEBI_196991	4HPCP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18407	HCN	chemical	4
http://purl.obolibrary.org/obo/CHEBI_30089	acetate	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17439	CNCbl	chemical	2
http://purl.obolibrary.org/obo/CHEBI_35419	27HCHOL3S	chemical	2
http://purl.obolibrary.org/obo/CHEBI_421843	carbovir	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15495	4,8,12-trimethyltridecanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140250	7-HDPAn-3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63808	Heparan sulfate chain(5)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_34660	xenobiotic	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18183	OPRO	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15477	2MBUT-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_60473	5,10-methylene-THFPG	chemical	5
http://purl.obolibrary.org/obo/CHEBI_138542	18(R)-RvE3	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15646	20OH-LTB4	chemical	5
http://purl.obolibrary.org/obo/CHEBI_28807	dITP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_12387	Fuc1P	chemical	2
http://purl.obolibrary.org/obo/CHEBI_43755	lisinopril	chemical	2
http://purl.obolibrary.org/obo/CHEBI_31932	OM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_36144	FeHM	chemical	4
http://purl.obolibrary.org/obo/CHEBI_63907	5-formyl-THFPG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28125	DHA	chemical	12
http://purl.obolibrary.org/obo/CHEBI_16125	HXOL	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17232	L-Glu5S	chemical	8
http://purl.obolibrary.org/obo/CHEBI_16518	Fe(2+)Cb5	chemical	4
http://purl.obolibrary.org/obo/CHEBI_57972	L-Ala	chemical	28
http://purl.obolibrary.org/obo/CHEBI_15960	ACAR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15882	PhOH	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15905	PPanK	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63666	Heparan sulfate chain(1)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15750	DOLDP	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18396	MDCDD	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15641	5-methyl-THF	chemical	5
http://purl.obolibrary.org/obo/CHEBI_59085	(GlcNAc)2 (Man)2 (PP-Dol)1	chemical	2
http://purl.obolibrary.org/obo/CHEBI_87752	BaP-7,8-dione	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16836	PNP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63540	THA-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16891	glyoxylate	chemical	14
http://purl.obolibrary.org/obo/CHEBI_53056	mannose (a1-4) glucosaminyl-acyl-PI	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17389	2-acylglycerol	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63837	pregn-5-ene-3,20-dione	chemical	3
http://purl.obolibrary.org/obo/CHEBI_65135	8-oxo-GMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63831	5?-CHOL3?,7?,24(s)-triol	chemical	3
http://purl.obolibrary.org/obo/CHEBI_4170	Glc6P	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15344	ACA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17625	dUTP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_32797	2HG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15377	H2O	chemical	1519
http://purl.obolibrary.org/obo/CHEBI_58795	Acireductone	chemical	2
http://purl.obolibrary.org/obo/CHEBI_46828	QUIN	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17158	MGXL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16110	phosphatidylcholines	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35235	L-Cys	chemical	22
http://purl.obolibrary.org/obo/CHEBI_16723	4MTOBUTA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17927	NASPM	chemical	5
http://purl.obolibrary.org/obo/CHEBI_18381	FAICAR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_53108	AFBDOH	chemical	1
http://purl.obolibrary.org/obo/CHEBI_53106	AFBDHD	chemical	2
http://purl.obolibrary.org/obo/CHEBI_60156	oxidised phospholipid	chemical	2
http://purl.obolibrary.org/obo/CHEBI_49040	EZE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_59888	GABA	chemical	12
http://purl.obolibrary.org/obo/CHEBI_2639	amiloride	chemical	2
http://purl.obolibrary.org/obo/CHEBI_10983	3HBA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_132801	18(S)-HEPE	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17009	GDP-Fuc	chemical	11
http://purl.obolibrary.org/obo/CHEBI_29200	HSCN	chemical	3
http://purl.obolibrary.org/obo/CHEBI_25858	Paraxanthine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17936	2-acyl LPA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_57533	GGPP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15647	LTB4	chemical	7
http://purl.obolibrary.org/obo/CHEBI_16680	AdoHcy	chemical	7
http://purl.obolibrary.org/obo/CHEBI_62931	1,5-(PP)2-IP3	chemical	3
http://purl.obolibrary.org/obo/CHEBI_37643	25(S) THCA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_29052	GA3P	chemical	26
http://purl.obolibrary.org/obo/CHEBI_63799	HTOLB	chemical	1
http://purl.obolibrary.org/obo/CHEBI_37554	FA-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17794	3PG	chemical	12
http://purl.obolibrary.org/obo/CHEBI_17697	Ac5HT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16732	CDP-ETA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_71980	A2E	chemical	5
http://purl.obolibrary.org/obo/CHEBI_16668	HTAU	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15475	3S2HPhy-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_30751	HCOOH	chemical	16
http://purl.obolibrary.org/obo/CHEBI_28602	D-Fructose 2,6-bisphosphate	chemical	9
http://purl.obolibrary.org/obo/CHEBI_16110	PC	chemical	65
http://purl.obolibrary.org/obo/CHEBI_27555	PGC2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18005	kPPV	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15760	TYR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16975	1-acyl LPA	chemical	19
http://purl.obolibrary.org/obo/CHEBI_78273	9cRAL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_131617	18-oxo-RvE1	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29138	TFAC	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28099	PGB2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_9066	AdoSeMet	chemical	2
http://purl.obolibrary.org/obo/CHEBI_35366	fatty acid	chemical	8
http://purl.obolibrary.org/obo/CHEBI_140222	14(S)-Hp-DPAn-3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16752	5PHL	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15891	TAU	chemical	1
http://purl.obolibrary.org/obo/CHEBI_42548	alpha-Fuc	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16197	C1P	chemical	3
http://purl.obolibrary.org/obo/CHEBI_29985	L-Glu	chemical	78
http://purl.obolibrary.org/obo/CHEBI_85309	isoAsp	chemical	1
http://purl.obolibrary.org/obo/CHEBI_34665	DSQ	chemical	1
http://purl.obolibrary.org/obo/CHEBI_47823	NOHA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18349	GAR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63844	4CZYMOL	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16708	Ade	chemical	5
http://purl.obolibrary.org/obo/CHEBI_43263	5idCMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18421	O2-	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17742	HOG	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16783	I(1,3,4,5)P4	chemical	24
http://purl.obolibrary.org/obo/CHEBI_8050	PHEN	chemical	1
http://purl.obolibrary.org/obo/CHEBI_91279	GlcNAc (Man)3	chemical	2
http://purl.obolibrary.org/obo/CHEBI_140218	14(S)-HDPAn-6	chemical	1
http://purl.obolibrary.org/obo/CHEBI_8082	phenylacetate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63519	ChEBI:63519 chain	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17816	I(1,4)P2	chemical	13
http://purl.obolibrary.org/obo/CHEBI_37646	2-acyl LPS	chemical	4
http://purl.obolibrary.org/obo/CHEBI_37623	CHOL3b,7a,25TRIOL	chemical	3
http://purl.obolibrary.org/obo/CHEBI_15466	MEMA-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_27466	(S)-3-Hydroxytetradecanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_51013	GM2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_76931	NAAG	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17359	sulfite	chemical	5
http://purl.obolibrary.org/obo/CHEBI_58444	GroPIns	chemical	1
http://purl.obolibrary.org/obo/CHEBI_52328	3ODC-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63503	linker chain(2)	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28808	mannan	chemical	1
http://purl.obolibrary.org/obo/CHEBI_59087	(GlcNAc)2 (Man)5 (Asn)1	chemical	5
http://purl.obolibrary.org/obo/CHEBI_28815	HS	chemical	34
http://purl.obolibrary.org/obo/CHEBI_63907	5-methyl-THFPG	chemical	2
http://purl.obolibrary.org/obo/CHEBI_75584	PALM-PALM	chemical	1
http://purl.obolibrary.org/obo/CHEBI_35235	Cys	chemical	2
http://purl.obolibrary.org/obo/CHEBI_7772	Losec	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17835	2PG	chemical	4
http://purl.obolibrary.org/obo/CHEBI_62928	5-PP-IP4	chemical	10
http://purl.obolibrary.org/obo/CHEBI_27391	1-pyrroline-3-hydroxy-5-carboxylate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15465	L-MM-CoA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18089	HIPA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16581	PREG	chemical	15
http://purl.obolibrary.org/obo/CHEBI_63992	15k-LXA4	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28726	3-Oxotetradecanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15346	CoA-SH	chemical	141
http://purl.obolibrary.org/obo/CHEBI_28276	(S)-Hydroxyhexanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15530	LA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63873	IdoA-GalNAc(4S)-GlcA-Gal-Gal-Xyl	chemical	3
http://purl.obolibrary.org/obo/CHEBI_30933	3POPA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17821	Thy	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63689	AP6A	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29009	MeHist	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63993	dhk-LXA4	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27458	25(R) TetraHCA-CoA	chemical	5
http://purl.obolibrary.org/obo/CHEBI_17200	UDP-GlcA	chemical	40
http://purl.obolibrary.org/obo/CHEBI_27510	HCOU	chemical	2
http://purl.obolibrary.org/obo/CHEBI_58095	L-Phe	chemical	9
http://purl.obolibrary.org/obo/CHEBI_17579	betaC	chemical	2
http://purl.obolibrary.org/obo/CHEBI_39567	12OH-DDCX	chemical	1
http://purl.obolibrary.org/obo/CHEBI_50583	3HODC-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_7916	PanK	chemical	8
http://purl.obolibrary.org/obo/CHEBI_15637	10-formyl-THF	chemical	6
http://purl.obolibrary.org/obo/CHEBI_16238	FAD	chemical	40
http://purl.obolibrary.org/obo/CHEBI_16858	PPANT	chemical	7
http://purl.obolibrary.org/obo/CHEBI_32551	L-Lys	chemical	5
http://purl.obolibrary.org/obo/CHEBI_63818	HXDG3P	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18332	T4	chemical	4
http://purl.obolibrary.org/obo/CHEBI_140246	7(S),14(S)-diHDHA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16199	Urea	chemical	11
http://purl.obolibrary.org/obo/CHEBI_15379	O2	chemical	439
http://purl.obolibrary.org/obo/CHEBI_30744	OA	chemical	10
http://purl.obolibrary.org/obo/CHEBI_28914	1-acyl LPI	chemical	9
http://purl.obolibrary.org/obo/CHEBI_28002	(3Z,6Z)-dodecadienoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17985	PAP	chemical	81
http://purl.obolibrary.org/obo/CHEBI_566274	MDA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_72790	HDoHE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15378	H+	chemical	786
http://purl.obolibrary.org/obo/CHEBI_15694	(R)-S-LGSH	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15769	PPC	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63979	20cho-LTB4	chemical	4
http://purl.obolibrary.org/obo/CHEBI_2208	6MP	chemical	4
http://purl.obolibrary.org/obo/CHEBI_15729	L-Orn	chemical	12
http://purl.obolibrary.org/obo/CHEBI_18085	GAG	chemical	3
http://purl.obolibrary.org/obo/CHEBI_32635	PARA-SO4	chemical	2
http://purl.obolibrary.org/obo/CHEBI_16236	EtOH	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17319	5'-deoxyadenosine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18420	Mg2+	chemical	49
http://purl.obolibrary.org/obo/CHEBI_15904	LCFAs	chemical	12
