chebi_uri	type	count
http://purl.obolibrary.org/obo/CHEBI_138590	17(R)-Hp-DHA	chemical	6
http://purl.obolibrary.org/obo/CHEBI_15765	Dopa	chemical	7
http://purl.obolibrary.org/obo/CHEBI_15843	AA	chemical	27
http://purl.obolibrary.org/obo/CHEBI_52571	GPAEA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16960	ADP-D-ribose	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16136	H2S	chemical	11
http://purl.obolibrary.org/obo/CHEBI_18303	PS	chemical	47
http://purl.obolibrary.org/obo/CHEBI_67132	pPNOL	chemical	3
http://purl.obolibrary.org/obo/CHEBI_35179	2-Oxoacid	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17351	LA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63868	CHEBI:63868 chain	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27561	EtO	chemical	1
http://purl.obolibrary.org/obo/CHEBI_32796	2HG	chemical	4
http://purl.obolibrary.org/obo/CHEBI_18367	Pi	chemical	584
http://purl.obolibrary.org/obo/CHEBI_38635	MADE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_50571	3OOD-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_75127	Neu5Ac-2,3-Gal-R	chemical	2
http://purl.obolibrary.org/obo/CHEBI_85945	S-2MDPDA-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15625	SAM	chemical	5
http://purl.obolibrary.org/obo/CHEBI_21891	N6-methyladenosine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16496	5bCHOL3a,7a,12a-triol	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28748	DOX	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28189	iMal	chemical	2
http://purl.obolibrary.org/obo/CHEBI_133817	DOXOL	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15487	ISV-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15727	CARN	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17389	2-MAG	chemical	4
http://purl.obolibrary.org/obo/CHEBI_52386	ZYMONE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27540	HX-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_28766	URO1	chemical	2
http://purl.obolibrary.org/obo/CHEBI_58698	MPT	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17972	phys-ent-participant57127	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16927	SACN	chemical	2
http://purl.obolibrary.org/obo/CHEBI_27485	PGJ2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_52255	Hydroxyapatite	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17306	Mal	chemical	8
http://purl.obolibrary.org/obo/CHEBI_24499	HSPG	chemical	3
http://purl.obolibrary.org/obo/CHEBI_85505	p-phenetidine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_8927	DNPSG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16223	dimethylarsinate	chemical	1
http://purl.obolibrary.org/obo/CHEBI_40196	N6-methyl-AMP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63505	CS/HS precursor	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17761	CERA	chemical	18
http://purl.obolibrary.org/obo/CHEBI_15956	Btn	chemical	13
http://purl.obolibrary.org/obo/CHEBI_27760	SeCysta	chemical	2
http://purl.obolibrary.org/obo/CHEBI_47266	HBr	chemical	1
http://purl.obolibrary.org/obo/CHEBI_58020	2AA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_41321	cholesterol sulfate	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15371	3-oxopristanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_33447	SUGP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_17815	1,2-DAG	chemical	1
http://purl.obolibrary.org/obo/CHEBI_58548	MTRIBUP	chemical	3
http://purl.obolibrary.org/obo/CHEBI_63874	4,8-dimethylnonanoylcarnitine	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18012	FUMA	chemical	6
http://purl.obolibrary.org/obo/CHEBI_63851	GlcNAc(S)-Gal-GlcNAc(S)-Gal	chemical	3
http://purl.obolibrary.org/obo/CHEBI_27870	BCTN	chemical	9
http://purl.obolibrary.org/obo/CHEBI_132802	5(S)-Hp-18(S)-HEPE	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17154	NAM	chemical	22
http://purl.obolibrary.org/obo/CHEBI_16256	2M3OPROA	chemical	4
http://purl.obolibrary.org/obo/CHEBI_16330	DHTEST	chemical	1
http://purl.obolibrary.org/obo/CHEBI_84648	3HA-ACP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28387	trans,cis-Lauro-2,6-dienoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63985	EXD4	chemical	2
http://purl.obolibrary.org/obo/CHEBI_601027	aliskiren	chemical	6
http://purl.obolibrary.org/obo/CHEBI_18059	lipid	chemical	4
http://purl.obolibrary.org/obo/CHEBI_17802	PURID	chemical	1
http://purl.obolibrary.org/obo/CHEBI_85781	2HCERA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_132908	5(S)-Hp-18(R)-HEPE	chemical	3
http://purl.obolibrary.org/obo/CHEBI_3210	5HT-N-CH3	chemical	4
http://purl.obolibrary.org/obo/CHEBI_83727	LCtE-CoA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_40574	acetyl group	chemical	1
http://purl.obolibrary.org/obo/CHEBI_66901	VX-770	chemical	1
http://purl.obolibrary.org/obo/CHEBI_62985	5-PPP-IP5	chemical	3
http://purl.obolibrary.org/obo/CHEBI_78576	AFM1	chemical	2
http://purl.obolibrary.org/obo/CHEBI_58533	MTRIBP	chemical	4
http://purl.obolibrary.org/obo/CHEBI_27647	PGG2	chemical	11
http://purl.obolibrary.org/obo/CHEBI_19138	12-HETE	chemical	1
http://purl.obolibrary.org/obo/CHEBI_140204	EFOX-D6	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15524	GL-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18252	ZYMOL	chemical	5
http://purl.obolibrary.org/obo/CHEBI_59637	nitrosomycothiol	chemical	1
http://purl.obolibrary.org/obo/CHEBI_36062	3,4DHBNZ	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63856	4,8-dimethylnonanoyl-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_1130536	cofactor F420 (ox.)	chemical	2
http://purl.obolibrary.org/obo/CHEBI_22221	acyl group	chemical	1
http://purl.obolibrary.org/obo/CHEBI_28843	AIR	chemical	2
http://purl.obolibrary.org/obo/CHEBI_60872	Leucodopachrome	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63983	EXA4	chemical	3
http://purl.obolibrary.org/obo/CHEBI_71580	cGAMP	chemical	2
http://purl.obolibrary.org/obo/CHEBI_18248	Fe2+	chemical	36
http://purl.obolibrary.org/obo/CHEBI_15539	propionyl CoA	chemical	6
http://purl.obolibrary.org/obo/CHEBI_16422	ANDST	chemical	7
http://purl.obolibrary.org/obo/CHEBI_17504	1-acyl LPC	chemical	18
http://purl.obolibrary.org/obo/CHEBI_15553	PGF2a	chemical	4
http://purl.obolibrary.org/obo/CHEBI_30763	PHB	chemical	1
http://purl.obolibrary.org/obo/CHEBI_65134	8-oxo-GDP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_63910	MePeOH	chemical	1
http://purl.obolibrary.org/obo/CHEBI_27958	COCN	chemical	1
http://purl.obolibrary.org/obo/CHEBI_18228	I(1,3,4)P3	chemical	11
http://purl.obolibrary.org/obo/CHEBI_64183	Q10H2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_138248	MaR2	chemical	1
http://purl.obolibrary.org/obo/CHEBI_31998	phytoceramide	chemical	2
http://purl.obolibrary.org/obo/CHEBI_15784	AcGlcN6P	chemical	2
http://purl.obolibrary.org/obo/CHEBI_63545	SDA-CoA	chemical	2
http://purl.obolibrary.org/obo/CHEBI_28324	11DCORT	chemical	4
http://purl.obolibrary.org/obo/CHEBI_86351	5idCTP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_15713	UTP	chemical	9
http://purl.obolibrary.org/obo/CHEBI_138490	5(S)6-epoxy-18S-HEPE	chemical	2
http://purl.obolibrary.org/obo/CHEBI_53058	mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI	chemical	4
http://purl.obolibrary.org/obo/CHEBI_61011	all-E-10PrP2	chemical	2
http://purl.obolibrary.org/obo/CHEBI_19569	2DORP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_16962	COR	chemical	1
http://purl.obolibrary.org/obo/CHEBI_17823	CTL	chemical	11
http://purl.obolibrary.org/obo/CHEBI_18116	PURIDP	chemical	1
http://purl.obolibrary.org/obo/CHEBI_29750	3IN-PYRA	chemical	1
http://purl.obolibrary.org/obo/CHEBI_52977	3-oxohexacosanoyl-CoA	chemical	3
http://purl.obolibrary.org/obo/CHEBI_16521	LNSOL	chemical	3
http://purl.obolibrary.org/obo/CHEBI_17794	3PDGA	chemical	1
